PM2.5,PM10,NO2,SO2,CO,O3,Temperature,Humidity,AQI
67.437,65.749,15.817,7.42,0.981,74.019,9.063,71.424,134.0
45.215,66.934,18.51,6.063,1.114,65.836,13.394,79.691,90.0
49.604,52.753,56.007,8.83,0.63,56.008,33.836,29.127,140.0
44.797,39.66,17.951,6.653,0.48,72.487,25.171,73.781,89.0
52.458,147.506,29.371,6.958,0.885,36.26,31.862,31.236,147.0
17.156,81.882,36.992,4.905,0.777,71.669,8.927,44.038,92.0
21.401,33.24,25.986,4.11,1.024,78.876,14.476,33.379,64.0
29.41,41.499,16.428,6.473,0.69,49.128,23.365,29.802,58.0
30.045,44.703,26.796,6.192,0.828,65.37,12.271,70.829,66.0
48.783,52.051,30.023,7.873,0.727,52.09,30.347,40.764,97.0
51.854,85.026,45.789,2.398,1.137,73.152,5.994,44.553,114.0
27.011,93.197,34.165,3.431,1.055,51.917,20.734,89.462,93.0
16.667,68.824,45.466,6.294,0.245,48.584,21.228,70.123,113.0
57.94,48.974,26.514,4.664,0.792,37.535,9.099,43.386,115.0
23.026,85.118,33.116,4.781,1.158,46.433,24.079,51.59,85.0
53.625,65.98,17.951,7.434,0.672,43.45,33.291,68.907,107.0
40.84,75.109,49.544,8.351,0.625,47.727,6.54,74.893,123.0
25.685,37.221,31.363,6.617,0.697,54.992,13.79,75.683,78.0
41.575,44.531,47.762,9.428,0.902,28.664,8.074,66.607,119.0
53.151,69.446,3.568,3.669,0.665,53.459,6.775,73.329,106.0
26.967,38.415,43.315,3.72,1.065,26.237,14.835,78.638,108.0
20.185,110.521,25.899,4.39,0.667,68.278,13.54,56.028,110.0
39.669,29.785,49.622,2.52,1.224,58.79,7.157,50.539,124.0
28.654,109.795,43.364,3.853,0.725,51.507,25.733,75.408,109.0
46.919,34.601,19.181,3.963,1.089,56.08,31.407,46.546,93.0
16.455,93.688,54.188,4.358,1.057,61.301,33.146,40.603,135.0
63.362,100.565,31.717,10.817,0.906,44.482,14.048,65.423,126.0
46.726,60.733,59.076,7.295,0.871,46.92,24.481,47.229,147.0
0.572,84.266,30.087,4.157,0.697,35.674,13.537,71.999,84.0
19.751,5.211,24.655,4.233,0.837,43.365,15.282,42.894,61.0
56.219,31.314,37.433,6.228,0.969,51.635,31.669,61.299,112.0
67.581,47.327,44.837,3.797,0.919,75.323,5.913,43.149,135.0
64.19,67.143,31.803,1.353,0.741,69.567,35.055,63.767,128.0
49.728,42.331,41.601,4.575,0.956,54.18,19.016,69.122,104.0
76.693,98.355,48.011,5.865,0.954,14.517,29.631,55.714,153.0
30.223,68.525,31.606,9.004,1.347,42.859,8.241,48.536,79.0
20.127,32.088,58.136,7.086,0.717,35.537,29.748,43.385,145.0
27.868,86.903,5.269,4.526,0.405,42.363,29.638,76.268,86.0
53.614,53.499,54.234,6.593,0.878,54.964,34.44,35.96,135.0
41.618,94.125,38.243,1.924,0.652,32.865,10.081,45.828,95.0
74.173,102.737,37.275,6.268,0.688,51.429,35.598,41.104,148.0
27.167,91.592,18.486,3.993,0.774,43.519,36.377,49.227,91.0
22.868,67.374,22.881,3.043,0.833,34.271,15.067,85.544,67.0
36.852,87.153,33.551,7.536,0.731,52.907,33.656,60.693,87.0
65.597,56.31,15.761,1.575,0.34,43.55,22.323,46.07,131.0
67.488,81.498,19.852,3.588,0.659,52.008,15.981,54.629,134.0
51.648,83.286,42.465,4.953,0.585,65.034,15.543,71.715,106.0
54.997,27.354,7.508,10.353,0.812,92.093,7.33,54.388,109.0
13.4,72.741,59.34,5.449,1.09,70.746,13.21,52.482,148.0
38.658,28.825,24.13,10.712,0.749,27.612,8.845,48.829,77.0
32.809,45.398,50.582,3.816,0.762,33.173,18.25,48.269,126.0
32.281,90.825,25.535,8.254,0.805,38.697,20.836,82.591,90.0
44.072,99.003,18.682,6.919,0.66,38.673,27.45,84.015,99.0
48.6,91.153,10.63,5.108,0.992,37.992,23.689,83.958,97.0
37.192,95.961,32.484,4.669,0.237,24.344,26.148,37.761,95.0
55.209,63.297,46.872,4.49,0.932,67.167,30.001,54.134,117.0
32.984,37.023,4.663,12.458,0.737,42.785,32.057,39.2,65.0
34.434,63.678,21.469,0.707,0.749,53.261,24.098,30.988,68.0
49.943,35.462,4.944,5.319,0.633,50.113,34.471,74.616,99.0
24.111,84.064,15.551,3.993,0.75,45.369,32.351,38.197,84.0
41.061,61.971,15.435,6.715,1.218,51.2,9.06,49.275,82.0
55.979,85.935,39.363,8.702,0.791,42.881,37.001,60.492,111.0
37.806,86.517,59.909,6.75,0.593,19.875,32.268,88.173,149.0
74.493,64.426,25.534,4.202,0.327,57.614,10.911,40.455,148.0
13.653,42.357,13.309,5.953,1.111,57.526,9.454,46.893,42.0
58.371,74.392,11.602,4.255,0.862,45.839,28.049,80.643,116.0
27.649,25.631,37.982,4.511,1.065,47.164,19.236,89.771,94.0
45.126,48.961,29.356,4.118,0.808,45.863,19.581,53.345,90.0
42.162,79.165,53.06,4.809,0.97,62.532,37.27,77.46,132.0
36.83,82.021,41.712,4.223,0.809,36.07,11.246,66.922,104.0
37.016,51.778,51.685,7.485,0.73,22.368,32.085,26.035,129.0
36.527,75.556,29.81,7.366,0.898,50.224,28.932,36.793,75.0
27.986,99.461,21.47,4.168,0.522,77.66,14.406,64.391,99.0
44.854,62.905,13.563,9.015,0.913,46.201,34.124,39.634,89.0
29.327,75.562,48.28,6.559,0.06,52.91,21.159,74.692,120.0
13.378,46.556,57.232,8.112,1.009,51.792,29.962,29.352,143.0
34.527,119.709,33.621,5.179,1.142,43.755,22.865,41.331,119.0
79.406,88.367,30.297,1.406,0.491,33.274,19.615,78.323,158.0
51.005,69.999,26.026,5.785,0.526,55.005,25.797,77.208,102.0
32.782,106.916,64.107,9.002,0.561,39.624,29.33,31.624,160.0
57.614,90.29,28.772,1.589,0.76,42.422,12.777,67.702,115.0
47.571,91.816,27.783,3.811,0.786,60.809,22.022,30.783,95.0
35.492,105.186,23.235,3.717,0.729,34.549,6.973,44.658,105.0
43.869,54.995,13.354,7.755,0.532,45.979,5.0,88.53,87.0
43.619,89.364,18.331,6.153,1.012,65.098,12.584,36.428,89.0
37.075,34.312,18.471,5.896,0.327,54.574,8.789,45.153,74.0
28.842,69.469,47.462,5.83,0.726,48.948,29.089,48.78,118.0
43.206,51.488,32.792,4.774,0.423,76.005,21.955,66.427,86.0
56.101,65.296,35.567,1.355,0.595,34.601,15.157,65.129,112.0
34.361,73.39,23.903,5.7,0.376,66.758,14.08,77.035,73.0
22.447,20.599,11.453,4.916,0.679,27.052,35.75,29.359,44.0
36.487,40.158,22.068,9.2,0.395,56.228,37.658,32.149,72.0
55.227,51.75,31.575,10.653,0.755,30.187,27.429,28.435,110.0
19.735,75.859,37.768,5.11,0.852,40.326,17.032,31.024,94.0
40.515,56.143,8.135,4.828,0.96,53.706,25.087,58.786,81.0
47.551,35.048,24.293,6.207,0.985,51.963,37.636,45.347,95.0
34.185,94.242,34.776,4.452,0.695,45.429,27.511,80.167,94.0
46.163,27.101,14.319,0.749,0.95,40.736,28.85,59.685,92.0
26.081,74.417,27.153,4.657,0.966,47.284,32.81,88.152,74.0
43.061,119.178,45.14,5.917,0.523,69.502,16.74,77.241,119.0
48.121,91.503,62.51,3.911,0.899,65.858,28.54,55.254,156.0
48.971,38.927,22.741,0.588,1.28,66.679,33.679,40.235,97.0
36.432,48.198,24.359,5.47,1.074,59.498,26.956,55.351,72.0
37.712,99.298,25.354,7.612,0.789,36.605,21.681,33.775,99.0
43.797,69.551,31.556,6.587,0.739,29.406,5.366,37.106,87.0
7.235,51.712,40.378,0.755,0.58,38.485,30.537,37.208,100.0
42.706,95.3,16.162,8.019,1.093,58.879,17.962,68.229,95.0
1.232,79.265,7.877,7.919,1.003,31.367,35.468,56.792,79.0
33.811,68.824,24.249,4.899,1.048,38.877,9.93,86.338,68.0
17.94,95.627,15.97,7.304,0.562,28.436,9.93,59.042,95.0
40.516,81.533,53.178,3.818,0.738,32.554,5.42,44.334,132.0
34.364,132.025,42.393,4.415,0.856,59.568,20.683,68.631,132.0
72.063,88.686,48.04,3.634,1.062,12.972,9.775,67.516,144.0
61.273,43.682,50.586,6.113,0.915,18.614,13.017,67.535,126.0
69.904,90.046,45.23,11.06,0.891,69.906,7.577,81.81,139.0
32.277,45.227,27.425,7.025,0.827,45.336,19.721,78.568,68.0
27.074,68.94,25.694,5.893,0.942,51.186,20.691,47.854,68.0
25.443,80.683,39.068,3.93,0.561,60.348,29.309,40.103,97.0
32.091,71.279,41.828,4.4,0.976,43.644,23.624,83.231,104.0
37.67,39.326,37.443,6.543,0.584,65.05,28.802,66.471,93.0
11.942,38.45,31.484,5.038,1.049,56.187,16.891,29.178,78.0
72.986,57.284,34.746,6.767,0.65,51.02,19.396,63.659,145.0
75.238,80.847,30.94,7.393,0.491,33.605,13.805,72.557,150.0
42.289,60.611,33.301,4.653,0.977,55.252,30.032,39.898,84.0
47.537,71.526,41.802,5.653,0.46,45.787,17.768,63.091,104.0
34.377,32.438,32.441,4.76,0.968,29.562,35.641,83.7,81.0
2.926,77.197,8.806,3.711,0.778,53.095,24.477,74.337,77.0
25.14,45.193,48.639,8.379,0.443,51.618,12.638,50.807,121.0
40.941,90.695,19.834,5.443,1.084,44.658,20.36,82.514,90.0
33.658,59.428,30.651,5.643,1.229,35.26,12.602,78.491,76.0
46.738,101.913,31.333,4.103,0.914,49.788,21.619,58.957,101.0
85.347,57.882,43.479,5.982,0.416,32.064,33.802,81.866,170.0
51.934,57.852,19.63,7.4,0.565,58.474,22.344,88.001,103.0
45.413,52.34,30.868,3.205,1.118,28.136,5.346,82.359,90.0
25.882,67.199,25.417,2.657,1.048,31.842,28.974,47.63,67.0
16.449,137.486,14.337,6.2,0.504,63.026,29.284,70.73,137.0
68.902,61.445,12.229,6.026,0.657,30.762,29.115,40.581,137.0
18.606,19.031,40.709,6.101,1.2,41.096,35.232,85.324,101.0
1.306,104.969,28.765,4.319,1.048,55.303,33.366,70.795,104.0
44.425,62.896,0.154,2.734,1.612,25.51,37.306,51.529,88.0
12.104,54.553,35.217,1.994,1.059,59.373,24.231,56.295,88.0
8.944,80.007,19.198,3.617,0.821,42.096,5.362,76.248,80.0
40.931,72.641,18.827,5.45,0.986,41.6,5.437,78.084,81.0
23.111,41.817,37.702,3.718,1.338,18.1,25.381,74.338,94.0
27.708,78.145,52.012,6.325,1.25,57.121,36.702,76.283,130.0
22.291,104.871,43.221,4.664,0.479,41.012,13.22,28.916,108.0
61.035,66.086,35.388,10.609,0.561,51.602,11.537,33.244,122.0
54.402,93.467,33.528,5.653,0.947,56.838,18.435,58.866,108.0
38.162,50.539,30.569,6.607,0.721,49.804,25.363,62.3,76.0
19.904,66.389,23.542,5.466,1.176,57.818,36.145,37.782,66.0
63.621,82.45,23.612,3.926,0.902,25.65,24.132,33.972,127.0
29.238,138.845,23.043,8.44,0.815,56.723,22.1,71.877,138.0
56.011,60.592,39.941,10.369,0.809,37.311,20.823,31.306,112.0
49.444,98.066,31.236,7.115,0.51,79.917,7.567,71.117,98.0
10.482,104.671,31.914,3.404,1.081,50.262,32.828,32.015,104.0
60.979,87.27,47.09,3.842,0.905,53.807,17.595,85.231,121.0
52.241,55.256,43.689,7.453,0.665,37.696,14.822,86.806,109.0
38.326,56.432,53.964,4.28,0.437,32.86,20.121,60.176,134.0
63.339,50.859,28.474,4.907,0.882,58.012,11.979,29.126,126.0
4.915,64.959,37.057,3.215,0.556,31.563,25.931,63.696,92.0
61.96,72.68,36.813,5.35,0.301,49.594,18.467,73.705,123.0
77.974,66.806,34.114,3.013,0.747,19.353,27.152,81.356,155.0
35.53,63.41,36.556,5.624,0.814,44.425,30.288,68.168,91.0
24.343,52.837,46.644,6.218,0.726,33.649,16.903,65.283,116.0
46.193,15.049,27.426,9.619,0.406,66.382,25.098,47.031,92.0
46.76,102.114,39.746,9.427,0.704,49.29,6.199,44.403,102.0
51.072,43.17,28.523,0.636,0.904,67.279,18.337,70.703,102.0
25.612,112.798,13.877,7.17,0.974,66.297,26.606,70.323,112.0
42.631,80.678,46.439,4.972,1.375,26.69,25.99,71.1,116.0
35.257,108.912,25.176,10.113,0.827,43.384,8.313,52.019,108.0
27.568,30.273,30.458,8.858,0.85,48.051,25.566,82.077,76.0
50.588,86.11,39.85,4.947,0.475,21.096,13.373,74.646,101.0
61.186,44.921,33.358,6.072,1.166,58.687,9.542,26.267,122.0
20.186,54.86,32.258,6.002,0.831,88.406,34.318,59.017,80.0
30.066,90.348,58.249,8.746,0.496,56.436,29.907,49.294,145.0
45.268,114.834,13.399,6.146,0.542,52.57,31.144,69.379,114.0
25.782,38.546,38.294,8.802,0.27,40.157,8.197,29.163,95.0
30.499,43.85,41.762,7.642,0.729,53.378,7.833,71.27,104.0
42.273,79.23,21.399,8.81,0.819,6.572,14.702,29.591,84.0
31.261,73.077,31.895,7.766,1.35,31.452,34.396,54.539,79.0
37.647,69.198,44.969,12.211,1.049,61.145,30.193,57.049,112.0
15.287,81.678,19.662,2.837,1.209,46.949,25.557,51.134,81.0
18.482,110.818,35.834,11.837,1.014,44.776,30.488,79.713,110.0
41.805,72.138,36.963,5.388,0.972,54.545,28.446,48.499,92.0
47.352,76.038,19.759,5.934,1.075,64.717,24.243,74.976,94.0
39.408,75.131,16.225,8.802,0.902,65.345,29.181,29.169,78.0
18.887,50.579,46.399,0.645,0.786,67.764,27.851,45.369,115.0
62.374,84.822,19.297,4.498,1.054,40.478,19.275,68.115,124.0
71.59,12.08,39.465,9.143,0.893,51.34,18.393,69.185,143.0
34.782,77.68,24.815,5.296,0.849,48.916,22.496,27.158,77.0
42.114,67.619,8.945,10.333,0.754,39.543,25.07,80.94,84.0
59.513,18.277,24.903,5.127,1.243,38.639,20.827,77.628,119.0
54.163,38.031,43.824,5.722,0.964,44.796,16.885,34.715,109.0
41.129,27.859,19.277,4.095,0.694,25.047,23.653,49.671,82.0
21.183,60.001,10.926,3.516,0.468,58.779,21.075,78.003,60.0
60.018,102.892,50.283,3.918,1.052,25.334,34.211,72.041,125.0
14.121,97.612,43.859,4.246,0.812,23.136,8.537,40.169,109.0
32.074,107.04,6.251,5.886,0.814,59.931,31.184,81.72,107.0
62.881,24.552,39.242,8.079,0.584,19.891,14.757,83.94,125.0
48.439,111.176,22.487,7.447,0.626,47.348,9.064,52.888,111.0
9.749,79.956,27.424,6.844,1.311,40.588,6.501,40.201,79.0
48.763,56.805,18.949,7.495,0.772,77.323,25.314,89.531,97.0
64.923,93.306,47.43,10.463,0.918,39.758,23.606,82.406,129.0
52.747,100.173,24.603,4.803,1.276,31.829,25.657,58.271,105.0
26.344,44.746,31.605,4.124,1.02,50.148,17.283,59.022,79.0
56.09,78.319,10.165,6.988,1.031,41.237,35.316,61.533,112.0
42.259,92.546,9.713,4.995,1.0,36.493,9.082,77.837,92.0
33.295,120.658,24.586,7.261,1.562,39.604,6.22,34.596,120.0
48.573,135.245,18.503,6.8,0.961,58.847,10.857,88.922,135.0
13.828,84.474,38.94,4.523,0.248,54.52,20.586,89.465,97.0
37.263,66.105,31.016,9.563,0.679,56.913,37.415,28.254,77.0
33.716,71.924,42.711,5.863,0.777,62.274,12.113,74.339,106.0
5.91,66.323,29.784,8.642,0.987,25.899,17.729,69.982,74.0
32.932,42.892,30.584,1.102,0.592,65.034,27.945,31.27,76.0
37.251,87.529,48.294,2.547,0.714,46.763,30.212,54.431,120.0
43.763,46.218,32.292,4.002,0.537,48.257,25.337,32.997,87.0
32.902,71.74,19.858,7.6,1.192,65.851,14.468,71.098,71.0
74.935,94.067,22.771,5.725,0.934,48.986,32.174,31.661,149.0
67.191,84.948,30.495,3.474,0.46,13.11,9.113,65.205,134.0
26.8,87.112,21.223,3.43,0.667,37.908,12.5,48.647,87.0
32.531,117.955,13.552,7.053,0.634,37.796,21.545,89.359,117.0
57.234,82.26,15.316,9.259,0.58,45.492,8.244,32.544,114.0
27.424,82.227,21.279,3.014,1.143,40.861,5.899,76.775,82.0
25.382,78.573,38.035,2.401,0.93,37.128,18.956,77.516,95.0
40.632,50.076,10.707,1.254,0.792,54.709,12.391,86.805,81.0
15.76,84.132,50.172,6.898,0.757,38.755,31.95,50.727,125.0
24.136,70.83,11.545,7.398,1.073,44.156,27.668,58.748,70.0
44.839,117.881,69.955,3.302,0.815,55.297,7.916,31.475,174.0
23.469,79.847,53.592,6.493,0.765,38.061,33.526,77.686,133.0
31.671,51.858,29.507,7.023,0.86,37.047,34.432,32.629,73.0
35.724,91.827,34.626,2.465,0.648,53.135,25.925,62.672,91.0
41.501,6.8,31.739,7.918,1.016,29.269,10.319,46.651,83.0
51.832,115.585,30.577,4.783,0.476,36.927,27.237,64.419,115.0
18.306,127.742,16.541,7.424,0.475,44.199,36.639,77.305,127.0
48.131,48.708,20.841,5.893,0.843,45.639,18.166,25.975,96.0
39.446,35.954,38.714,8.786,0.558,49.84,19.155,86.809,96.0
66.264,65.332,30.636,6.561,0.899,62.653,29.957,37.918,132.0
27.729,75.515,35.571,8.779,0.641,58.935,20.747,63.655,88.0
24.692,65.622,49.643,5.275,1.028,63.491,32.685,54.816,124.0
45.743,61.098,20.858,7.462,0.64,38.312,27.527,35.514,91.0
45.983,127.806,26.759,7.295,0.725,57.813,24.762,58.486,127.0
55.318,44.95,47.82,3.714,0.593,36.142,12.566,31.089,119.0
80.156,83.967,29.229,11.694,0.757,55.657,34.86,80.858,160.0
63.434,65.546,51.022,1.033,0.53,32.801,31.289,63.244,127.0
47.405,90.196,58.428,3.037,0.989,53.144,25.842,30.532,146.0
50.417,69.561,55.093,9.66,0.986,64.227,31.27,42.591,137.0
29.888,50.28,50.561,3.479,1.082,47.356,23.322,70.906,126.0
21.462,109.882,9.842,5.63,0.659,65.549,32.971,31.31,109.0
27.841,49.901,37.23,9.875,0.712,45.097,18.785,31.156,93.0
33.496,71.9,29.229,4.217,0.701,20.708,23.371,28.416,73.0
35.487,40.331,20.435,4.885,0.562,31.589,5.024,89.501,70.0
22.388,76.253,27.688,10.052,0.522,39.253,27.951,80.042,76.0
34.705,44.879,35.644,4.297,0.473,66.209,12.506,86.504,89.0
48.739,42.179,28.934,7.722,0.542,50.87,30.436,44.157,97.0
31.135,31.646,27.533,5.681,0.645,21.676,13.696,63.238,68.0
26.851,108.278,14.655,1.592,0.963,55.533,25.385,61.649,108.0
25.896,87.323,15.954,8.849,0.826,79.627,19.549,28.071,87.0
9.721,59.195,47.902,4.502,0.253,86.354,23.788,37.967,119.0
23.099,41.133,42.684,7.649,0.836,52.208,37.911,25.291,106.0
3.524,82.337,27.596,2.027,0.808,66.065,14.809,32.89,82.0
20.317,81.982,44.052,9.829,0.625,45.718,8.971,88.006,110.0
46.752,63.818,44.873,1.768,0.782,49.759,15.368,50.686,112.0
70.67,78.551,16.415,6.775,0.656,31.028,14.213,27.389,141.0
60.437,76.484,41.901,6.983,0.826,53.467,15.795,88.062,120.0
48.371,82.192,18.076,7.925,0.297,45.087,8.742,71.533,96.0
35.744,118.594,10.442,7.329,0.451,45.536,22.351,69.03,118.0
29.304,62.409,11.288,7.619,0.812,58.972,19.949,53.604,62.0
29.045,112.872,52.837,5.714,0.93,41.671,27.59,30.819,132.0
58.805,117.526,18.558,7.826,1.329,33.658,18.209,56.896,117.0
28.341,83.544,27.273,9.618,0.531,65.533,32.071,47.62,83.0
55.004,50.927,34.487,3.737,0.755,50.408,15.393,38.374,110.0
49.123,77.236,46.157,11.292,1.303,6.077,18.343,37.876,115.0
47.044,49.748,40.088,5.277,1.01,72.934,15.661,34.101,100.0
8.463,81.638,41.903,2.199,0.888,61.378,29.465,46.798,104.0
9.068,107.846,35.438,8.649,0.722,63.626,25.501,85.894,107.0
10.262,85.282,6.159,2.523,0.697,72.751,35.878,73.839,85.0
23.169,95.959,40.734,4.806,0.464,30.484,35.807,80.59,101.0
51.0,73.074,33.267,5.65,0.958,43.691,37.329,32.875,101.0
33.042,38.365,53.057,5.091,0.698,41.026,16.21,84.768,132.0
24.186,54.222,40.957,3.866,0.785,34.624,10.767,57.985,102.0
52.656,120.716,36.648,2.172,0.339,52.978,26.67,83.533,120.0
70.609,51.527,22.305,1.971,0.55,40.058,21.562,54.355,141.0
65.628,109.146,7.285,6.693,0.319,39.653,6.658,50.883,131.0
41.916,106.461,39.266,7.65,0.887,53.673,20.451,48.273,106.0
20.768,80.906,23.214,8.78,0.709,70.642,23.084,28.252,80.0
38.891,58.73,41.113,0.697,0.327,42.741,7.917,31.333,102.0
70.265,98.82,40.232,3.689,0.768,36.619,37.381,27.717,140.0
40.464,74.294,19.348,6.836,0.648,23.06,7.578,38.493,80.0
62.668,72.037,52.423,5.401,0.669,63.509,17.219,82.463,131.0
21.61,44.316,40.66,6.699,0.588,53.711,27.218,63.83,101.0
45.188,48.309,39.595,5.667,1.141,71.708,22.545,78.025,98.0
23.62,76.603,0.595,3.04,0.873,40.11,25.46,54.122,76.0
27.098,107.708,38.542,5.925,0.803,71.423,18.751,84.497,107.0
45.13,90.503,30.892,4.56,0.586,70.421,14.392,65.64,90.0
12.502,51.104,23.465,2.768,0.738,31.222,7.748,55.751,58.0
22.429,104.681,18.383,3.95,1.045,50.876,26.75,80.558,104.0
41.243,53.002,47.599,5.613,1.014,37.033,14.427,51.956,118.0
33.021,73.433,15.282,0.09,0.673,46.454,8.649,46.359,73.0
75.777,107.741,36.178,2.663,0.894,54.625,36.462,61.637,151.0
34.111,97.807,42.618,4.459,0.688,41.451,26.517,86.543,106.0
58.655,77.259,53.442,1.882,0.509,27.987,32.704,50.341,133.0
52.057,65.235,32.743,5.94,1.021,48.992,20.551,69.747,104.0
49.663,68.539,33.853,1.834,0.576,74.59,9.392,39.871,99.0
72.533,68.653,56.061,8.754,0.991,61.213,17.235,37.175,145.0
30.735,66.924,47.226,6.279,0.801,53.408,16.171,37.84,118.0
42.108,71.413,25.635,5.364,0.828,76.4,21.562,40.854,84.0
57.759,42.205,14.707,9.406,0.348,64.385,9.331,63.888,115.0
57.12,86.787,45.076,8.033,0.804,47.391,9.703,70.168,114.0
53.52,68.891,41.174,10.077,1.012,52.654,19.706,71.97,107.0
34.816,77.272,47.487,4.318,1.174,66.447,9.076,74.454,118.0
13.318,107.806,17.659,4.325,0.729,24.629,27.144,64.729,107.0
33.629,110.532,33.88,7.128,0.61,60.569,24.744,49.204,110.0
29.068,92.728,42.636,12.46,0.661,51.232,35.165,28.233,106.0
23.478,24.033,40.176,0.773,1.003,56.912,16.752,32.769,100.0
44.67,90.178,27.831,7.279,0.494,47.119,21.115,33.378,90.0
45.348,84.93,3.987,6.433,0.635,30.199,27.229,83.498,90.0
46.49,21.021,59.487,2.332,0.651,29.442,27.503,58.832,148.0
35.082,48.33,57.567,2.333,0.639,67.14,10.618,30.291,143.0
22.078,25.789,32.531,10.791,1.167,77.728,6.007,86.846,81.0
27.769,102.334,55.32,1.122,0.689,62.342,24.536,26.691,138.0
51.701,49.826,51.808,4.543,0.946,28.614,31.37,77.298,129.0
48.867,76.197,23.44,4.167,0.621,62.934,37.819,55.875,97.0
56.777,69.455,17.96,7.313,0.945,39.341,25.511,34.081,113.0
62.919,97.906,34.967,4.42,0.892,48.038,7.355,63.677,125.0
40.871,65.41,55.447,4.937,0.819,52.935,23.174,45.951,138.0
83.952,68.719,32.341,6.464,1.221,48.082,37.796,89.528,167.0
38.924,64.606,15.691,8.018,0.789,55.75,15.26,54.961,77.0
39.119,74.462,34.408,5.882,1.362,33.117,26.055,26.27,86.0
8.725,48.843,1.625,4.35,0.464,33.189,27.656,43.698,48.0
61.724,69.797,16.61,6.868,0.831,58.47,33.799,73.798,123.0
49.413,32.942,13.458,8.998,1.257,54.22,20.245,46.512,98.0
53.903,60.57,20.186,7.025,0.436,62.331,10.618,65.074,107.0
17.163,49.619,37.16,0.982,0.423,69.424,11.608,31.692,92.0
41.653,79.345,15.187,9.669,1.076,43.748,26.886,45.62,83.0
58.368,34.683,21.554,5.0,0.442,44.733,28.524,55.501,116.0
74.758,96.655,28.155,9.263,0.967,42.186,37.507,85.478,149.0
53.818,101.643,22.721,7.379,0.557,76.023,15.277,56.049,107.0
70.553,122.078,11.277,5.842,0.556,86.824,17.225,48.08,141.0
38.828,94.602,49.523,5.049,0.849,55.386,6.273,61.959,123.0
26.678,143.902,40.825,3.162,0.59,23.531,37.88,79.717,143.0
40.824,83.609,23.091,5.96,0.795,40.4,35.817,61.585,83.0
45.232,50.975,54.153,9.587,0.731,51.97,14.623,25.053,135.0
15.03,75.987,32.395,9.742,0.905,84.362,26.491,34.428,80.0
66.67,19.645,29.469,6.955,0.563,29.974,29.384,81.914,133.0
25.901,88.557,0.769,5.282,0.66,33.24,12.931,41.996,88.0
30.704,117.432,54.066,4.678,0.387,39.728,37.15,87.496,135.0
52.535,55.671,23.294,6.664,0.966,65.992,26.261,56.584,105.0
44.306,74.654,32.362,10.109,1.048,61.561,17.301,53.638,88.0
47.801,92.41,32.053,7.731,0.897,59.603,8.387,76.32,95.0
28.833,78.267,16.987,6.982,0.933,68.064,29.891,36.738,78.0
47.171,66.3,15.119,4.916,1.027,67.695,20.882,60.927,94.0
57.692,72.09,28.763,4.877,0.72,67.21,33.652,88.146,115.0
15.447,92.999,15.907,8.012,0.694,56.629,24.588,68.039,92.0
63.567,94.743,30.436,7.452,0.576,45.28,5.374,75.62,127.0
33.493,81.251,43.201,6.239,1.007,37.037,25.024,50.671,108.0
46.734,93.27,19.413,6.891,0.466,64.792,34.031,76.041,93.0
23.037,87.476,19.421,10.065,0.65,60.731,15.66,38.622,87.0
35.395,69.961,18.342,7.869,0.747,49.652,21.556,85.562,70.0
1.971,86.028,37.32,5.58,0.834,13.859,8.693,51.187,93.0
56.291,78.187,51.116,4.651,0.141,38.256,33.753,27.856,127.0
40.328,77.092,15.659,2.911,0.945,50.453,36.717,33.518,80.0
24.534,78.882,45.298,9.133,1.046,45.793,36.893,66.917,113.0
77.124,82.939,22.747,6.574,0.864,60.847,16.963,29.147,154.0
35.378,104.516,36.593,7.075,0.887,62.691,13.025,76.995,104.0
31.202,79.373,42.365,8.154,0.347,37.22,25.589,86.307,105.0
18.638,76.82,11.437,4.374,1.198,55.959,34.961,75.55,76.0
47.719,91.32,55.103,6.75,0.459,49.889,29.762,73.08,137.0
26.599,46.94,32.735,0.521,0.682,32.6,9.638,55.027,81.0
3.49,77.875,30.832,5.375,1.007,47.205,16.646,86.675,77.0
44.515,54.06,39.046,4.834,0.769,35.648,22.599,25.309,97.0
7.451,83.762,19.898,4.512,1.001,57.262,28.858,51.471,83.0
39.132,74.541,11.15,8.26,1.116,44.546,34.204,42.363,78.0
51.933,59.227,17.887,5.003,0.498,25.474,19.354,51.802,103.0
71.346,26.819,34.243,8.316,0.858,54.533,36.501,27.553,142.0
45.706,97.768,19.019,7.496,0.931,53.218,35.432,63.0,97.0
24.745,79.821,48.527,7.393,1.22,57.587,18.794,53.138,121.0
68.7,76.86,66.161,8.266,0.727,62.164,13.332,46.974,165.0
32.625,61.703,19.457,6.178,0.376,39.878,7.937,47.298,65.0
54.276,79.271,42.926,5.411,0.488,71.922,37.265,46.748,108.0
62.82,61.522,36.683,3.951,0.717,36.347,22.708,57.779,125.0
40.724,103.795,15.735,2.517,0.723,39.793,16.527,77.569,103.0
31.429,65.103,24.016,11.291,1.24,51.524,33.064,47.145,65.0
75.748,121.67,40.908,6.278,0.595,60.257,16.179,49.589,151.0
75.66,112.743,29.841,6.204,0.722,39.644,33.084,60.859,151.0
28.539,70.991,37.405,9.113,0.946,64.229,22.15,25.872,93.0
45.068,81.551,30.223,5.228,0.934,38.283,14.662,76.833,90.0
49.308,51.055,24.363,6.889,0.762,25.084,23.178,57.518,98.0
